,atclNo,atclNm,rletTpNm,tradTpNm,atclCfmYmd,flrInfo,prc,lat,lng,sameAddrCnt,direction,atclFetrDesc,spc2
11,2324433225,일반상가,상가,월세,23.06.08.,B1/4,2000,37.55717,127.072841,2,남동향,l 실사진O l 대로변. 단독층. 넓은공간. 높은층고. 편한주차,252.2
12,2324444831,일반상가,상가,매매,23.06.08.,2/11,50000,37.557409,127.080789,1,남동향, l KD l 소유주확인 l 수익률 상가 추천 l 군자역 초역세권 ,72.63
13,2324440631,일반상가,상가,월세,23.06.08.,1/5,2000,37.570898,127.085251,2,남동향,l 실사진O l 무권리1층. 대로변. 단독층. 편한주차. 수도시설,50
14,2324380384,일반상가,상가,월세,23.06.08.,1/4,2000,37.570898,127.085251,1,북서향,버스대로변 1층 무권리상가,61
15,2324383253,일반상가,상가,월세,23.06.08.,B1/4,3000,37.555223,127.093395,1,서향,"실층 1층, 즉시입주가능, 다양한업종",50.72
16,2324445692,단지내상가,상가,월세,23.06.08.,B1/20,3000,37.537478,127.068852,1,동향,"무권리, 즉시입주가능, 탁트인 지하1층 상가, 자주식주차장",45.57
17,2324442006,단지내상가,상가,월세,23.06.08.,1/11,5000,37.545671,127.07374,2,서향,1층 무권리 어린이대공원역세권 노출좋은대로변 EV 주차가능,105.67
18,2324447148,단지내상가,상가,월세,23.06.08.,B1/1,5000,37.544123,127.080794,1,북향,단지형아파트內 코너상가 실1층 무권리 배후수요풍부 업종제한x,62
19,2324400784,일반상가,상가,월세,23.06.08.,1/5,3000,37.556315,127.091636,2,남동향,KD 소유주확인. O실사진O. 신축 첫임대. 1층무권리,50.68
0,2324376339,일반상가,상가,월세,23.06.08.,1/9,5000,37.537973,127.086406,5,동향,"구의역세권 먹자라인, 자리좋은 1층 상가",43.2
1,2324376402,일반상가,상가,월세,23.06.08.,1/4,1000,37.538232,127.087292,5,북서향,유동인구 좋은 먹자골목 소규모 1층 상가,23.14
2,2324372476,일반상가,상가,월세,23.06.08.,1/3,3000,37.557577,127.080357,3,북동향,"군자역 역세권, 주택가, 오피스상권 겹치는 상권 1층상가",79.34
3,2324332041,일반상가,상가,월세,23.06.08.,1/3,5000,37.570411,127.081073,2,남동향,l 실사진O l 무권리1층. 수도시설. 도시가스. 높은층고. 편한주차,180
4,2324358743,일반상가,상가,월세,23.06.08.,B1/4,5000,37.541777,127.069684,1,서향,"건대 먹자골목, 무권리, 지하상가",108.3
5,2324339731,일반상가,상가,월세,23.06.08.,1/3,3000,37.543125,127.071814,7,동향,대로변 유동인구 다수 1층 상가,28
6,2324311394,일반상가,상가,월세,23.06.08.,1/4,5000,37.54213,127.066426,1,남향,건대 맛의거리 1층 역전할머니맥주 옆건물 위치,78.3
7,2324352335,일반상가,상가,월세,23.06.08.,2/7,4000,37.542187,127.070999,4,동향,건대 2층 무권리,59.4
8,2324317310,일반상가,상가,월세,23.06.08.,1/4,1000,37.532426,127.08168,1,북서향,1층 무권리 실7 수도시설,21.56
9,2324314595,일반상가,상가,월세,23.06.08.,1/5,13000,37.539272,127.089573,1,서향,구의역 도보 5분신축 무권리 상가 실55 빠른 선점 필수,181.19
10,2324340287,일반상가,상가,월세,23.06.08.,1/2,2000,37.545589,127.070835,3,남서향,1층 무권리 선점기회,33
11,2324311001,일반상가,상가,월세,23.06.08.,1/5,20000,37.541556,127.06676,1,남향,건대 대로변 1층 무권리 대형매장,180
12,2324379443,일반상가,상가,월세,23.06.08.,1/4,3000,37.565771,127.081032,2,남동향,l 실사진O l 1층상가. 시스템냉난방. 수도 도시가스 닥트설치.,99.99
13,2324374684,일반상가,상가,월세,23.06.08.,1/9,2000,37.537973,127.086406,5,북향,"구의역 먹자라인, 오피스텔 1층상가, 소규모상가",24.08
14,2324310586,일반상가,상가,월세,23.06.08.,B1/3,10000,37.541205,127.067564,1,남향,건대역 1번출구 초역세권 대로변 건물 지하 상가,150
15,2324358814,일반상가,상가,월세,23.06.08.,2/5,4000,37.543506,127.07054,3,북서향,"건대 중문, 한아름 쇼핑센터 인근, 2층 상가",66.12
16,2324377903,일반상가,상가,월세,23.06.08.,B1/1,2000,37.532664,127.076872,1,북향,전용40 대로변 리모델링후 첫입주 무권리 지하상가,132
17,2324309368,일반상가,상가,월세,23.06.08.,2/5,7000,37.542229,127.070631,1,동향,"위치 GOOD,메인통 삼거리 코너,원하시는 금액만 말씀하세요",231
18,2324372996,일반상가,상가,월세,23.06.08.,1/6,3000,37.537966,127.084239,2,동향,"구의역세권, 먹자라인 안쪽 골목위치, 1층상가",85.95
19,2324315972,일반상가,상가,월세,23.06.08.,2/3,3000,37.539924,127.062964,1,서향,무권리 대로변 2층 상가,67.07
0,2324306252,일반상가,상가,월세,23.06.08.,B1/6,2000,37.54811,127.108609,1,남동향,올수리 상태좋은 사무실겸용 단독 지하층 입주하시,103
1,2324307390,일반상가,상가,월세,23.06.08.,1/5,4000,37.539272,127.089573,1,서향,구의역 도보 5분신축 무권리 상가 실14 빠른 선점 필수,49.22
2,2324307019,단지내상가,상가,월세,23.06.08.,1/3,300,37.547086,127.108568,1,북동향,,6.82
3,2324285410,단지내상가,상가,월세,23.06.08.,2/13,1000,37.545505,127.08879,3,북향,,16.92
4,2324306900,일반상가,상가,월세,23.06.08.,1/5,9000,37.539272,127.089573,1,서향,구의역 도보 5분신축 무권리 상가빠른 선점 필수,131.97
5,2324250228,일반상가,상가,월세,23.06.08.,1/12,3000,37.557409,127.080789,1,북동향,"군자역1분거리에 잘관리된 오피스텔 상가입니다,커피,뷰티샾강추",26.18
